isbn13,gender,age,bukbu,dalseochild,dowon,bonly,sungseo,topic,bookname,bookurl
9788936476793,F,40,1,0,0,0,0,16,이것은 이름들의 전쟁이다,https://image.aladin.co.kr/product/16234/13/cover/8936476793_1.jpg
9788972979265,F,8,1,0,1,0,1,12,"뒤에 올 여성들에게 :페미니즘 경제학을 연 선구자, 여성의 일을 말하다",http://image.aladin.co.kr/product/16234/14/cover/8972979260_1.jpg
9788950976606,F,40,1,0,0,0,0,2,진정성 리더십 :머리와 가슴으로 사람을 이끄는 기술,https://image.aladin.co.kr/product/17048/25/cover/8950976609_1.jpg
9788950976576,F,40,1,0,0,0,0,18,공감 :가슴으로 함께 일하는 법,https://image.aladin.co.kr/product/17048/48/cover/8950976579_1.jpg
9791186827420,F,30,1,0,0,0,0,12,(우리 시대의) 스테디셀러 :시대별로 살펴본 steady seller,https://image.aladin.co.kr/product/17159/78/cover/k772534581_1.jpg
9788985677790,F,14,1,0,0,0,0,18,소에게도 듣는 귀가 :김종상 동시집,https://image.aladin.co.kr/product/17139/7/cover/8985677799_1.jpg
9791170262190,F,40,1,0,1,1,0,3,발표! 토론! 남 앞에서 말하는 게 제일 싫어!,https://bookthumb-phinf.pstatic.net/cover/140/124/14012451.jpg?type=m1&udate=20180912
9791189361037,M,40,1,0,0,0,0,3,"맘마 먹자, 레오야 :최광집 동시집",https://bookthumb-phinf.pstatic.net/cover/141/251/14125173.jpg?type=m1&udate=20181030
9791160030891,F,40,1,0,0,0,0,5,행복한 수다가 치매를 예방한다,http://image.aladin.co.kr/product/15097/3/cover/k872533260_1.jpg
9788971998991,F,8,1,0,0,0,0,18,다시 일어나 걷는다,https://bookthumb-phinf.pstatic.net/cover/140/092/14009260.jpg?type=m1&udate=20180909
9788952790859,F,14,1,0,0,0,0,6,니키 드 생팔 x 요코 마즈다 =Niki de Saint Phalle x Yoko Masuda Shizue,https://image.aladin.co.kr/product/15085/75/cover/8952790855_1.jpg
9788990062864,F,8,1,0,0,0,0,10,혐오표현은 왜 재일조선인을 겨냥하는가 :사회를 파괴하는 혐오표현의 등장과 현상,https://image.aladin.co.kr/product/16626/10/cover/8990062861_1.jpg
9788963275239,F,8,1,0,0,0,0,10,"유럽의 그림자 :두 번의 냉전, 그리고 30년간의 루마니아와 그 너머 지역 여행",https://image.aladin.co.kr/product/15925/73/cover/896327523x_1.jpg
9791187572107,F,14,1,0,0,1,0,17,되돌아보고 쓰다 :가난한 이들을 위한 민주주의,https://image.aladin.co.kr/product/16604/51/cover/k662533057_1.jpg
9788956059846,F,8,1,0,0,0,0,10,"밤을 가로질러 :밤, 잠, 꿈, 욕망, 어둠에 대하여",https://image.aladin.co.kr/product/16834/7/cover/8956059845_1.jpg
9791187616436,F,8,1,0,0,0,0,19,비틀 보이 :마야 G. 레너드 장편소설,https://bookthumb-phinf.pstatic.net/cover/139/121/13912128.jpg?type=m1&udate=20180817
9788957336014,F,14,1,0,0,0,0,10,(근대 재정개혁의 설계자) 어윤중과 그의 시대 :김태웅 역사평설,https://image.aladin.co.kr/product/16628/40/cover/895733601x_1.jpg
9788998480936,F,8,1,0,0,0,0,18,빨주노초파람보 :노엘라 소설,https://bookthumb-phinf.pstatic.net/cover/138/078/13807836.jpg?type=m1&udate=20180803
9791189333034,F,40,1,0,0,0,0,10,보르헤스에 대한 알려지지 않은 논쟁 :이치은 소설,https://image.aladin.co.kr/product/16598/69/cover/k932533053_1.jpg
9788932031156,F,14,1,0,0,0,0,11,감상 소설 :양선형 소설집,https://image.aladin.co.kr/product/15389/18/cover/8932031150_1.jpg
9791196462604,F,50,1,0,0,0,0,2,뉴스 동서남북  :한 권으로 읽는 한국 언론 명인·명문 열전,https://bookthumb-phinf.pstatic.net/cover/139/755/13975561.jpg?type=m1&udate=20180904
9788939571150,F,40,1,1,0,0,0,15,콩달이에게 집을 주세요,https://image.aladin.co.kr/product/16812/73/cover/8939571150_1.jpg
9791187154754,F,40,1,0,1,0,0,18,정원사 바우어새 :김경아 그림책,https://image.aladin.co.kr/product/15143/65/cover/k442533367_1.jpg
9791187427766,M,40,1,0,0,0,0,15,"용왕님네, 물 주쇼!",https://bookthumb-phinf.pstatic.net/cover/139/866/13986603.jpg?type=m1&udate=20180831
9791196278038,F,14,1,1,0,0,0,19,거꾸로 경제학자들의 바로 경제학,https://bookthumb-phinf.pstatic.net/cover/139/942/13994233.jpg?type=m1&udate=20180904
9791196396923,F,40,1,0,0,0,0,6,활에 기대다 :정우영 시집,https://image.aladin.co.kr/product/16608/8/cover/k422533254_1.jpg
9791159052842,M,30,1,0,0,0,0,6,신문관의 육전소설,https://bookthumb-phinf.pstatic.net/cover/139/202/13920275.jpg?type=m1&udate=20180818
9791187265443,M,8,1,0,0,0,0,18,생각코딩 스피치 :세상에 발표 못하는 아이는 없다!,https://image.aladin.co.kr/product/15465/14/cover/k742533526_1.jpg
9791187413912,M,8,1,0,0,0,0,2,복사꽃소금 :채재순 시집,https://image.aladin.co.kr/product/15279/90/cover/k372533124_1.jpg
9791130466644,F,50,1,0,0,0,0,10,6월의 5일간,https://bookthumb-phinf.pstatic.net/cover/095/455/09545566.jpg?type=m1&udate=20180224
9788927732129,M,50,1,0,0,0,0,7,(내게는 특별한) 브라질 포르투갈어를 부탁해 :첫걸음,https://image.aladin.co.kr/product/16337/32/cover/892773212x_1.jpg
9791187313199,M,40,1,0,0,0,0,16,재즈를 듣다 :불후의 재즈명곡 완벽 해설서,https://bookthumb-phinf.pstatic.net/cover/138/833/13883369.jpg?type=m1&udate=20180813
9791188140329,F,50,1,0,0,0,0,11,(다시 듣는 김광한의) 팝스다이얼,https://image.aladin.co.kr/product/15159/36/cover/k332533561_1.jpg
9791196192686,F,14,1,0,0,0,0,16,숫자 갖고 놀고 있네 :수학을 포기할 수 없는 당신이 알아야 할 최소한의 지식,https://image.aladin.co.kr/product/16238/44/cover/k932533243_1.jpg
9791155311004,F,8,1,0,0,0,0,14,키워드 한국 정치사 :11가지 열쇳말로 읽는 해방 70년,https://image.aladin.co.kr/product/16931/17/cover/k892534379_1.jpg
9791186036426,M,60,1,0,0,0,0,12,중국 신노동자의 미래 :변화하는 농민공의 문화와 운명,https://image.aladin.co.kr/product/13177/39/cover/k162533243_1.jpg
9791163140122,F,14,1,0,0,0,0,3,남과 북 아이들에겐 철조망이 없다 :이기범 교수의 마흔아홉 번 방북기,https://image.aladin.co.kr/product/16752/95/cover/k452534668_1.jpg
9788932115207,F,40,1,0,0,0,0,10,추기경 정진석 :발명가를 꿈꾸던 소년이 현대 한국 교회를 이끈 목자가 되기까지,https://image.aladin.co.kr/product/15682/36/cover/8932115206_1.jpg
9788956699318,F,8,1,0,0,0,0,9,별빛이 내려와서 :김명동 동시집,https://bookthumb-phinf.pstatic.net/cover/138/788/13878838.jpg?type=m1&udate=20180818
9791186096819,F,20,1,0,0,0,0,3,"박문수, 구전과 기록 사이 :어린이책 역사인물이야기의 진실을 찾아서",https://bookthumb-phinf.pstatic.net/cover/139/425/13942529.jpg?type=m1&udate=20180824
9791158902827,M,20,1,0,0,0,0,10,(문화사회학으로 바라본) 한국의 세대 연대기 :세대 간 문화 경험과 문화 갈등의 자화상,https://image.aladin.co.kr/product/15273/28/cover/k102533024_1.jpg
9788926884836,F,40,1,0,0,0,0,1,세상의 모든 변화는 화장실에서 시작된다,https://image.aladin.co.kr/product/15431/63/cover/892688483x_1.jpg
9788998584177,F,30,1,0,0,0,0,18,미래의 별 나를 만나다 :진로전문가 이랑 선생님과 청소년 혁준이의 꿈을 찾는 직업여행,https://image.aladin.co.kr/product/15832/95/cover/8998584174_1.jpg
9788998439507,F,40,1,0,0,0,0,14,"눈물과 정치 :<아리랑>에서 <하얀 거탑>까지, 대중문화로 탐구하는 감정의 한국학",https://image.aladin.co.kr/product/15620/10/cover/8998439506_1.jpg
9791186573259,F,8,1,0,0,0,0,1,후디니 스타트업 :3D 이펙트 마법의 시작,http://image.aladin.co.kr/product/16627/27/cover/k552534261_1.jpg
9788958076872,F,8,1,0,1,0,0,18,세상을 들여다보는 한자,https://image.aladin.co.kr/product/15834/39/cover/8958076879_1.jpg
9788933113226,F,40,1,0,0,0,0,8,교황님이 너에게 할 말이 있대 :프란치스코 교황이 젊은이에게 보내는 메시지,https://image.aladin.co.kr/product/15539/9/cover/8933113223_1.jpg
9788958076902,F,30,1,0,0,0,0,11,(이야기가 담겨 있는) 사시사철 생태놀이,https://image.aladin.co.kr/product/15541/46/cover/8958076909_1.jpg
9791188283453,F,8,1,0,0,0,0,5,모래 폭풍 속에서 찾은 꿈,https://image.aladin.co.kr/product/15650/9/cover/k782533039_1.jpg
9788994706535,M,40,1,0,0,0,0,3,노래하는 항아리 :엄마와 어린이가 읽는 동시,https://bookthumb-phinf.pstatic.net/cover/138/373/13837347.jpg?type=m1&udate=20180803
9788972789734,F,8,1,0,0,0,0,5,동물원은 왜 생겼을까? :동물원의 역사,https://image.aladin.co.kr/product/15607/4/cover/897278978x_1.jpg
9791188215133,F,40,1,0,0,0,0,3,선인장은 어떻게 식물원에 왔을까? :도시공원 생태 이야기,https://image.aladin.co.kr/product/15281/46/cover/k952533126_1.jpg
9788935212187,M,40,1,0,0,0,0,8,하이 아웃풋 매니지먼트 :어떻게 성과를 높일 것인가,http://image.aladin.co.kr/product/14925/48/cover/8935212180_1.jpg
9791189099046,F,50,1,0,0,0,0,12,좀비 사회학 =현대인은 왜 좀비가 되었는가 /Zombie sociology,https://image.aladin.co.kr/product/15465/19/cover/k812533526_1.jpg
9791196171155,F,14,1,0,0,0,0,18,세계 생태마을 네트워크 =서로 배우고 연대하며 그리는 아름다운 생태발자국 /Global ecovillage network,https://image.aladin.co.kr/product/15603/11/cover/k932533733_1.jpg
9788958663867,F,14,1,0,0,0,0,1,바늘 하나로 할리우드를 접수하다 :특수의상 제작자 바네사 리의 마법 같은 할리우드 정복기,https://image.aladin.co.kr/product/15897/37/cover/8958663863_1.jpg
9788998573072,F,20,1,0,0,0,0,17,밀라 주택 =가우디의 마지막 주택 /Casa Milá,https://image.aladin.co.kr/product/15838/61/cover/8998573075_1.jpg
9791156120537,F,40,1,0,0,0,0,19,"고려 왕조의 위기, 혹은 세계화 시대",http://image.aladin.co.kr/product/6643/37/cover/k142433459_1.jpg
9788962631845,F,40,1,0,0,0,0,2,바다의 늑대 :바이킹의 역사,https://bookthumb-phinf.pstatic.net/cover/138/338/13833866.jpg?type=m1&udate=20180801
9788983927071,F,40,1,0,0,0,0,10,무인도의 이상적 도서관,https://image.aladin.co.kr/product/15602/97/cover/8983927070_1.jpg
9788952239365,F,20,1,0,0,0,1,3,"사랑은 끝났고 여자는 탈무드를 들었다 :절망 앞에 선 여자의, 7년 반 동안의 기록",https://image.aladin.co.kr/product/15346/59/cover/8952239369_1.jpg
9791157831135,F,40,1,0,0,0,0,1,은여우 길들이기,https://image.aladin.co.kr/product/15625/1/cover/k572533836_1.jpg
9791188635115,F,8,1,0,0,1,1,6,"400년 전, 그 법정에서는 무슨 일이 있었나? :갈릴레오 재판",https://bookthumb-phinf.pstatic.net/cover/138/329/13832923.jpg?type=m1&udate=20180801
9791189074029,F,40,1,0,0,1,0,10,"머나먼 섬들의 지도 :간 적 없고, 앞으로도 가지 않을 50개의 섬들 =Atlas of remote islands : fifty islands I have never set foot on and never will",https://image.aladin.co.kr/product/15643/18/cover/k782533933_1.jpg
9791130813349,F,40,1,0,0,0,0,16,꿈이 보내온 편지 :박지영 산문집,https://image.aladin.co.kr/product/14557/57/cover/k752532642_1.jpg
9791189040703,F,40,1,0,0,0,0,10,뮤테이션 =장편 SF 소설 /Mutation,https://image.aladin.co.kr/product/15461/76/cover/k682533522_1.jpg
9788981205614,F,40,1,0,0,0,0,16,"사랑, 이별, 그리고 결혼의 랩소디 :물리학자와 소설가가 주고 받은 이야기",https://image.aladin.co.kr/product/15379/9/cover/8981205612_1.jpg
9791187634102,F,14,1,0,0,0,0,1,1980 화악산 :역사 소용돌이 속 전방부대에서 일어난 실화 소설,https://image.aladin.co.kr/product/15438/59/cover/k902533528_1.jpg
9788954652216,F,50,1,0,0,0,0,1,"원무, 그 밖의 다양한 사건사고 :J.M.G. 르 클레지오 소설",https://bookthumb-phinf.pstatic.net/cover/138/339/13833943.jpg?type=m1&udate=20180801
9791186317563,F,8,1,0,0,0,0,10,일르의 비너스 :메리메 단편선,https://image.aladin.co.kr/product/15627/63/cover/k892533930_1.jpg
9791161110202,F,40,1,0,0,0,0,16,비탄,https://image.aladin.co.kr/product/15563/65/cover/k102533738_1.jpg
9791186732373,F,40,1,0,1,0,0,19,"문학의 도시, 런던",https://image.aladin.co.kr/product/15252/98/cover/k702533667_1.jpg
9788955968491,F,30,1,0,0,0,0,12,김현 :따듯하게 타오르는 사랑의 말,https://image.aladin.co.kr/product/15264/26/cover/8955968493_1.jpg
9788997871346,F,40,1,0,0,0,0,13,(樂劇) 프란체스카 :우연히 오스트리아에서 태어난 한국 여인,https://bookthumb-phinf.pstatic.net/cover/138/000/13800085.jpg?type=m1&udate=20180801
9791189099053,M,8,1,0,0,1,0,2,"고백, 손짓, 연결 :가혹한 세상 속 만화가 건네는 위로",https://image.aladin.co.kr/product/15651/27/cover/k222533032_1.jpg
9788962622393,F,40,1,0,0,0,0,18,물의 과학 :물의 궁극적 실체를 밝히는 과학 여행,https://image.aladin.co.kr/product/15933/40/cover/8962622394_1.jpg
9788994898483,F,14,1,0,0,0,0,16,발밑의 혁명 :쟁기질과 비료에 내몰린 땅속 미생물들의 반란,https://image.aladin.co.kr/product/15566/75/cover/8994898484_1.jpg
9791130618043,F,40,1,0,0,0,0,10,천 개의 태양보다 밝은 :우리가 몰랐던 원자과학자들의 개인적 역사,https://image.aladin.co.kr/product/15776/67/cover/k352533236_1.jpg
9791196126261,M,14,1,0,0,0,0,4,청년정치가 답이다 :청년정치학교 오세제 책임교수가 대한민국 청년들을 향하여 외치는 소리,http://image.aladin.co.kr/product/14526/19/cover/k012532542_1.jpg
9791187373469,F,8,1,0,0,0,0,1,헌법의 현장에서 :변호사 김선수의 헌법재판 변론기,https://image.aladin.co.kr/product/16203/52/cover/k882533148_1.jpg
9788994361932,F,50,1,0,0,0,0,12,"괜찮아, 군대는 처음이잖아",https://bookthumb-phinf.pstatic.net/cover/137/982/13798222.jpg?type=m1&udate=20180724
9788997339204,F,8,1,0,0,0,0,4,불멸의 다이아몬드 :우리의 진짜 자기를 찾아서,http://image.aladin.co.kr/product/5251/18/cover/8997339206_1.jpg
9791188091133,F,20,1,1,0,0,0,17,(책임과 사명을 즐길 수 있다면) 기관사,https://bookthumb-phinf.pstatic.net/cover/130/167/13016758.jpg?type=m1&udate=20180629
9791188091300,F,50,1,1,0,0,0,17,(자유롭다면) 그라피티작가,https://image.aladin.co.kr/product/15622/23/cover/k422533834_1.jpg
9791188091218,F,14,1,1,0,0,0,4,(우리 인체가 궁금하다면) 한의사,https://bookthumb-phinf.pstatic.net/cover/135/576/13557668.jpg?type=m1&udate=20180628
9791188091089,F,8,1,1,0,0,0,8,(라이프 스타일을 설계하는) 백화점바이어,http://image.aladin.co.kr/product/11213/69/cover/k442531483_1.jpg
9791155310878,M,8,1,0,0,0,0,3,시민 참여 에너지 시나리오,https://image.aladin.co.kr/product/11840/95/cover/k642531620_1.jpg
9791160510836,F,8,1,0,0,0,0,3,내가 생각해도 난 정말 멋진 놈,http://image.aladin.co.kr/product/10614/87/cover/k362530844_1.jpg
9791195332403,F,40,1,0,0,0,0,12,줄리아의 가족 순례기 :독립운동가 김대지의 손녀가 풀어쓴 한민족 100년사,https://bookthumb-phinf.pstatic.net/cover/085/396/08539695.jpg?type=m1&udate=20150720
9791158390723,F,50,1,0,0,0,0,1,파이썬과 케라스로 배우는 강화학습 :내 손으로 직접 구현하는 게임 인공지능,https://bookthumb-phinf.pstatic.net/cover/122/992/12299291.jpg?type=m1&udate=20171122
9791188299003,F,8,1,0,0,1,0,7,쇠제비갈매기의 꿈 :부모와 자녀가 함께 읽는 다큐멘터리 동화,http://image.aladin.co.kr/product/11000/63/cover/k632531872_1.jpg
9791188602032,F,14,1,0,0,0,0,1,건축직설 :대한민국 건축을 바로 세우다,http://image.aladin.co.kr/product/12771/66/cover/k592532783_1.jpg
9791156623540,F,30,1,0,0,0,0,18,한현민의 블랙 스웨그,https://image.aladin.co.kr/product/15267/48/cover/k542533925_1.jpg
9791158605537,F,14,1,0,0,0,0,4,표범과 다다이스트 :박시현 시집,https://image.aladin.co.kr/product/15159/28/cover/k322533561_1.jpg
9788956392998,F,40,1,0,0,0,0,13,투 보이스 키싱,https://image.aladin.co.kr/product/15222/90/cover/8956392994_1.jpg
9788994637792,F,40,1,0,0,0,1,1,예뜨루,https://image.aladin.co.kr/product/15159/90/cover/8994637796_1.jpg
9791186787120,F,50,1,0,0,0,0,4,"아니, 이거詩 =우리들의 이행시 이야기 /You know, it's a poem",https://image.aladin.co.kr/product/15136/43/cover/k172533360_1.jpg
9791160512007,F,40,1,0,0,0,0,1,(신이 되려 한 슈퍼컴퓨터) 에세데우스 :과학 감성 소설,https://image.aladin.co.kr/product/15142/23/cover/k942533366_1.jpg
9788956699202,F,40,1,0,0,1,0,1,그날의 뒷모습 :제16회 한국청소년문학상 수상작품집,https://image.aladin.co.kr/product/15001/33/cover/8956699208_1.jpg
9788976822833,F,20,1,0,0,0,1,10,라틴아메리카 명저 산책,http://image.aladin.co.kr/product/13091/27/cover/8976822838_1.jpg
9788932919195,F,40,1,0,0,0,0,4,분노의 시대 :현재의 역사,http://image.aladin.co.kr/product/13142/57/cover/8932919194_1.jpg
9788936463496,F,40,1,0,0,0,0,12,문학이 하는 일 :김영찬 평론집,https://image.aladin.co.kr/product/15605/46/cover/8936463497_1.jpg
9791188522118,F,40,1,0,0,0,0,2,바그다드의 프랑켄슈타인 :아흐메드 사다위 장편소설,https://image.aladin.co.kr/product/15264/58/cover/k882533924_1.jpg
9791186367988,F,30,1,0,1,0,0,17,눈만 봐도 다 알아 :박찬세 시집,https://image.aladin.co.kr/product/14822/42/cover/k252532350_1.jpg
9791156757528,F,40,1,0,0,0,0,2,아빠는 오리지널 힙스터,https://image.aladin.co.kr/product/15252/91/cover/k762533667_1.jpg
9791185716633,F,40,1,0,0,0,0,1,(The) Smith tapes :selections 미공개 인터뷰집,https://image.aladin.co.kr/product/15146/35/cover/k892533468_1.jpg
9788994622057,M,40,1,0,0,0,0,2,Art fever :누구나 아티스트가 될 수 있다,https://image.aladin.co.kr/product/15141/57/cover/8994622055_2.jpg
9791159896071,F,14,1,0,0,0,0,11,그대 웃음에 내 마음이 콩닥콩닥,https://bookthumb-phinf.pstatic.net/cover/128/776/12877631.jpg?type=m1&udate=20180109
9791195450770,F,30,1,0,0,0,0,8,"코드 그린 :의료영리화가 무너뜨린 환자 안전, 그리고 간호",http://image.aladin.co.kr/product/14930/57/cover/k862533763_1.jpg
9788925563794,F,30,1,0,0,0,1,4,"인류의 가장 위대한 모험 아폴로8 :인간, 처음으로 달을 탐사하다",http://image.aladin.co.kr/product/14822/19/cover/8925563797_1.jpg
9788964373088,F,30,1,0,0,0,0,15,자만의 덫에 빠진 민주주의 :제1차 세계대전부터 트럼프까지,http://image.aladin.co.kr/product/15160/16/cover/8964373081_1.jpg
9791189183004,M,14,1,0,0,0,0,15,시민의 이야기에 답이 있다 :더 섬세하고 아름다운 민주주의를 위한 숙의의 힘,http://image.aladin.co.kr/product/14426/73/cover/k152532142_1.jpg
9788962451535,F,8,1,0,0,0,0,8,"비주얼씽킹, 스토리로 말하라 :보이지 않는 것을 보게 하는 힘",https://image.aladin.co.kr/product/14968/52/cover/8962451530_1.jpg
9788965112228,F,40,1,0,0,0,0,12,미디어의 쓸모,https://image.aladin.co.kr/product/14801/68/cover/8965112222_1.jpg
9788998937874,F,20,1,0,1,0,1,12,못생긴 여자의 역사,http://image.aladin.co.kr/product/14923/6/cover/8998937875_1.jpg
9791186900536,F,40,1,0,1,0,1,10,다라야의 지하 비밀 도서관,http://image.aladin.co.kr/product/15098/14/cover/k212533261_1.jpg
9788974185909,F,40,1,0,0,0,0,10,나의 타자 :정체성의 환상과 역설,https://image.aladin.co.kr/product/15085/27/cover/8974185903_1.jpg
9791155922156,F,40,1,0,0,0,0,12,(현대문학으로 읽는) 인문학 키워드 12,http://image.aladin.co.kr/product/13624/31/cover/k142532113_1.jpg
9791187700234,F,40,1,0,0,0,0,10,이 나날의 돌림노래,http://image.aladin.co.kr/product/11380/16/cover/k842533265_1.jpg
9791157831067,M,14,1,0,1,0,0,3,네 번째 책상 서랍 속의 타자기와 회전목마에 관하여 :세계를 담은 한 권의 책이 있다면,https://image.aladin.co.kr/product/14577/92/cover/k882532645_1.jpg
9791160943665,F,40,1,0,0,0,0,15,(통일 할아버지) 문익환 :문익환 탄생 100주년 기념,https://image.aladin.co.kr/product/14840/27/cover/k962532451_1.jpg
9791188154852,F,14,1,1,0,0,0,1,인공지능 머디봇을 이긴 짱뚱어들 :국립생태원 제2회 생태동화 공모전 수상 작품집,https://image.aladin.co.kr/product/14896/72/cover/k962532654_1.jpg
9791187445128,F,8,1,0,0,0,0,3,물방울 :이정미 동시집,https://image.aladin.co.kr/product/14971/99/cover/k382533060_1.jpg
9788900427271,F,20,1,0,0,0,0,6,"(지금은 코딩 필수 시대! 교과서 집필진이 자신 있게 추천하는,) 진짜! 코딩 교과서",https://image.aladin.co.kr/product/14926/60/cover/890042727x_1.jpg
9788994898469,F,8,1,0,1,0,1,5,인류는 아이들을 어떻게 대했는가 :세계사 속의 어린이,https://bookthumb-phinf.pstatic.net/cover/123/072/12307219.jpg?type=m1&udate=20170814
9788994459882,F,40,1,0,0,0,1,1,반추하다 :공동시집,http://image.aladin.co.kr/product/12770/35/cover/899445988x_1.jpg
9791196117405,F,20,1,0,0,0,1,14,모르는 귀 :정진규 시집,https://bookthumb-phinf.pstatic.net/cover/124/383/12438342.jpg?type=m1&udate=20170922
9788983926661,F,14,1,0,0,0,1,4,꽃의 권력 :고재종 시집,https://bookthumb-phinf.pstatic.net/cover/124/305/12430564.jpg?type=m1&udate=20170922
9788989449607,F,40,1,0,0,0,0,6,(2017) 유심작품상,https://bookthumb-phinf.pstatic.net/cover/123/440/12344006.jpg?type=m1&udate=20170814
9791185962030,F,40,1,0,0,0,0,15,"조선관리, 먹거리 혁명에 뛰어들다 :고구마 전래자 조엄과 혁신 리더들의 목민리더십",https://image.aladin.co.kr/product/11853/29/cover/k262531735_1.jpg
9788994474588,F,40,1,0,0,0,1,4,(일곱 개의 별과 달을 품은) 탐라 왕국,https://bookthumb-phinf.pstatic.net/cover/134/989/13498936.jpg?type=m1&udate=20180411
9788963690834,F,40,1,0,0,0,0,15,동양미학과 미적시선 :대유학당 예술철학 동양미학 편,http://image.aladin.co.kr/product/14209/74/cover/8963690830_1.jpg
9788980693757,F,50,1,0,1,0,0,8,"산이 피고 있다 :박복조 한·영 시선집 =Mountain is blooming : Park, Bak-jo's collection of poems",http://image.aladin.co.kr/product/14001/81/cover/8980693753_1.jpg
9788982750120,M,20,1,0,0,0,0,10,(역주) 어제상훈언해,https://bookthumb-phinf.pstatic.net/cover/137/727/13772700.jpg?type=m1&udate=20180718
9788982750106,M,20,1,0,0,0,0,9,(역주) 종덕신편언해,https://bookthumb-phinf.pstatic.net/cover/137/726/13772688.jpg?type=m1&udate=20180708
9791195553716,F,50,1,0,0,0,0,9,그질로 가가 안 온다 아이요 :한국전쟁 전후 민간인희생자 창원유족회 증언자료집,https://bookthumb-phinf.pstatic.net/cover/092/937/09293772.jpg?type=m1&udate=20160218
9791195942206,M,14,1,0,0,1,0,2,인도 경제의 뿌리 가족경영기업,https://bookthumb-phinf.pstatic.net/cover/116/466/11646674.jpg?type=m1&udate=20170220
9788928404940,F,40,1,0,0,0,0,7,천의소감찬수청의궤,http://image.aladin.co.kr/product/13166/27/cover/8928404940_1.jpg
9791195550975,F,40,1,0,0,0,0,1,흐르는 물 위의 낙서 :백솔 정정무 시집,https://bookthumb-phinf.pstatic.net/cover/095/779/09577975.jpg?type=m1&udate=20180104
9788977877467,M,40,1,0,0,0,0,12,신명난 탈출 :이규석 에세이,http://image.aladin.co.kr/product/13626/36/cover/8977877466_1.jpg
9791160100174,F,20,1,0,0,0,0,2,표준의 날개로 스마트 혁신하라 :next standards 2018,http://image.aladin.co.kr/product/12988/88/cover/k752532792_1.jpg
9788994719085,F,8,1,0,0,0,0,8,대외관계로 본 후백제 :학술심포지엄,http://image.aladin.co.kr/product/7873/79/cover/8994719083_1.jpg
9788976820761,M,50,1,0,0,0,1,19,제 친구들하고 인사하실래요?:오후 4시의 천사들=May I introduce my friends? : angels at 4 o'clock afternoon,http://image.aladin.co.kr/product/61/3/cover/8976820762_2.jpg
9791128829987,F,40,1,0,0,0,0,5,왕은 즐긴다,http://image.aladin.co.kr/product/14557/80/cover/k952532643_1.jpg
9791157233229,F,30,1,0,0,1,0,1,정치 사용 설명서 :청소년을 위한 시민 사회의 정치교과서,http://image.aladin.co.kr/product/11202/12/cover/k612531382_1.jpg
9788961771498,F,50,1,0,0,0,0,1,걸 라이징 :세상을 바꾼 소녀들,https://bookthumb-phinf.pstatic.net/cover/124/309/12430906.jpg?type=m1&udate=20170822
9788994706443,F,40,1,0,0,0,0,15,우리 것이 딱 좋아 :동시로 만나는 우리 지역 농수산물,https://image.aladin.co.kr/product/12474/36/cover/8994706445_1.jpg
9788994627656,F,40,1,0,0,1,0,2,너랑 나랑 평화랑 :강정평화마음동화,https://image.aladin.co.kr/product/12001/49/cover/8994627650_1.jpg
9788974838720,F,40,1,0,0,0,0,12,그 섬이 들려준 평화 이야기 :작은 섬 월미도가 겪은 큰 전쟁들,https://image.aladin.co.kr/product/11786/95/cover/8974838729_1.jpg
9791186963005,F,40,1,0,0,0,0,11,월요허구 :김종완 몽상소설집,http://image.aladin.co.kr/product/7183/65/cover/k092434391_1.jpg
9791195658589,F,20,1,0,0,0,0,4,바디픽션 :몸에 관한 일곱 가지 이야기,http://image.aladin.co.kr/product/10561/55/cover/k952530339_1.jpg
9788964361405,M,40,1,0,0,0,0,1,문학아 밖에 나가서 다시 얼어 오렴아,http://image.aladin.co.kr/product/14432/29/cover/8964361407_1.jpg
9791160541229,F,40,1,0,1,0,0,3,멍해졌다,http://image.aladin.co.kr/product/13084/66/cover/k842532992_1.jpg
9791195622764,F,40,1,0,0,0,0,1,디스코팡팡 위의 해시계 :최하연 시집,http://image.aladin.co.kr/product/14330/81/cover/k172532946_1.jpg
9788936424152,F,40,1,0,1,1,0,1,그늘진 말들에 꽃이 핀다 :박신규 시집,https://image.aladin.co.kr/product/12087/20/cover/8936424157_1.jpg
9791188568154,F,40,1,0,0,0,0,10,나의 첫 번째 한국어 책,http://image.aladin.co.kr/product/14121/52/cover/k832532236_1.jpg
9791188907007,F,40,1,0,0,0,0,12,리딩 아트 :293개 작품으로 만나는 미술 속의 책,https://image.aladin.co.kr/product/14462/16/cover/k902532343_1.jpg
9788963125749,F,14,1,0,0,0,0,12,낯선 경험 :아직도 새로운 그림 이야기,http://image.aladin.co.kr/product/13882/31/cover/8963125742_1.jpg
9791188461325,F,8,1,0,0,0,0,11,불국사 천년의 비밀 :불국사와 석굴암 천년을 간직한 이야기,https://image.aladin.co.kr/product/14465/31/cover/k902532345_1.jpg
9791189040321,M,20,1,0,0,0,0,11,무엇을 믿으십니까? :세계의 종교와 개혁,https://image.aladin.co.kr/product/14434/36/cover/k252532249_1.jpg
9788994159447,F,40,1,0,1,0,0,12,"당신이 믿는 것들 :전문 종교인과 평신도들, '믿음'을 말하다",http://image.aladin.co.kr/product/14463/35/cover/8994159444_2.jpg
